author,content,lxical richness,segement length,sentence length,Nounword,Verbword,Adjectiveword,determinerword,numeral,adverb,To_word,preposition,comma,fullStop,pronun,WH_pronun,questionMark,semicolon,exclamationMark
AaronPressman,421829newsML.txt,0.48520710059171596,165.34782608695653,108.65714285714286,0.28994082840236685,0.17307692307692307,0.05325443786982249,0.10798816568047337,0.013313609467455622,0.04142011834319527,0.02514792899408284,0.09467455621301775,0.051775147928994084,0.04142011834319527,0.0,0.0,0,0,0
AaronPressman,424074newsML.txt,0.561038961038961,154.0,107.8,0.2961038961038961,0.13506493506493505,0.08311688311688312,0.10649350649350649,0.04935064935064935,0.02857142857142857,0.015584415584415584,0.12467532467532468,0.04415584415584416,0.03896103896103896,0.0,0.0,0,0,0
AaronPressman,42764newsML.txt,0.47766323024054985,188.61764705882354,130.87755102040816,0.32560137457044674,0.14518900343642613,0.06701030927835051,0.11254295532646048,0.022336769759450172,0.036941580756013746,0.024054982817869417,0.11683848797250859,0.04896907216494845,0.03951890034364261,0.0,0.0,0,0,0
AaronPressman,43033newsML.txt,0.6092896174863388,159.21428571428572,131.11764705882354,0.37158469945355194,0.13387978142076504,0.06557377049180328,0.10109289617486339,0.00819672131147541,0.030054644808743168,0.02459016393442623,0.10382513661202186,0.05737704918032787,0.03825136612021858,0.0,0.0,0,0,0
AaronPressman,433558newsML.txt,0.4838709677419355,222.31578947368422,96.0,0.3303225806451613,0.13806451612903226,0.05419354838709677,0.10580645161290322,0.012903225806451613,0.04129032258064516,0.03225806451612903,0.12258064516129032,0.05290322580645161,0.04,0.0,0.0,0,0,0
AaronPressman,436774newsML.txt,0.5354969574036511,190.06666666666666,118.79166666666667,0.3022312373225152,0.13387423935091278,0.0973630831643002,0.09127789046653144,0.02434077079107505,0.02231237322515213,0.018255578093306288,0.11561866125760649,0.060851926977687626,0.038539553752535496,0.0,0.0,0,0,0
AaronPressman,439561newsML.txt,0.4752475247524752,171.65,100.97058823529412,0.32838283828382836,0.13036303630363036,0.07755775577557755,0.0891089108910891,0.039603960396039604,0.034653465346534656,0.018151815181518153,0.1353135313531353,0.041254125412541254,0.037953795379537955,0.0,0.0,0,0,0
AaronPressman,450383newsML.txt,0.49213161659513593,160.64,138.48275862068965,0.36337625178826893,0.12875536480686695,0.05293276108726753,0.10586552217453506,0.011444921316165951,0.034334763948497854,0.024320457796852647,0.10300429184549356,0.055793991416309016,0.04005722460658083,0.0,0.0,0,0,0
AaronPressman,450788newsML.txt,0.5334773218142549,170.5625,136.45,0.36285097192224625,0.11447084233261338,0.07127429805615551,0.10367170626349892,0.012958963282937365,0.03023758099352052,0.02591792656587473,0.10151187904967603,0.056155507559395246,0.038876889848812095,0.0,0.0,0,0,0
AaronPressman,466275newsML.txt,0.5757575757575758,176.92857142857142,130.3684210526316,0.31002331002331,0.14219114219114218,0.06060606060606061,0.11421911421911422,0.04195804195804196,0.037296037296037296,0.030303030303030304,0.08624708624708624,0.04428904428904429,0.037296037296037296,0.0,0.0,0,0,0
AaronPressman,469448newsML.txt,0.4730290456431535,200.0909090909091,115.84210526315789,0.3333333333333333,0.15629322268326418,0.0677731673582296,0.10926694329183956,0.004149377593360996,0.034578146611341634,0.03872752420470263,0.1037344398340249,0.048409405255878286,0.040110650069156296,0.0,0.0,0,0,0
AaronPressman,478157newsML.txt,0.5065666041275797,168.1764705882353,105.88888888888889,0.31894934333958724,0.14821763602251406,0.06378986866791744,0.09193245778611632,0.04127579737335835,0.0450281425891182,0.024390243902439025,0.09380863039399624,0.06191369606003752,0.043151969981238276,0.0,0.0,0,0,0
AaronPressman,479564newsML.txt,0.5047438330170778,177.5625,105.22222222222223,0.3225806451612903,0.14990512333965844,0.06451612903225806,0.09297912713472485,0.03984819734345351,0.04554079696394687,0.024667931688804556,0.09487666034155598,0.06261859582542695,0.04364326375711575,0.0,0.0,0,0,0
AaronPressman,482034newsML.txt,0.5339805825242718,184.5625,123.04166666666667,0.3106796116504854,0.1436893203883495,0.08932038834951456,0.09902912621359224,0.017475728155339806,0.03300970873786408,0.031067961165048542,0.10485436893203884,0.05631067961165048,0.040776699029126215,0.0,0.0,0,0,0
AaronPressman,486982newsML.txt,0.47768595041322315,194.11111111111111,134.3846153846154,0.32727272727272727,0.1487603305785124,0.07768595041322314,0.0859504132231405,0.003305785123966942,0.04132231404958678,0.03140495867768595,0.10413223140495868,0.05619834710743802,0.03471074380165289,0.0,0.0,0,0,0
AaronPressman,491060newsML.txt,0.5364741641337386,189.85,108.48571428571428,0.3373860182370821,0.16717325227963525,0.044072948328267476,0.10486322188449848,0.016717325227963525,0.028875379939209727,0.022796352583586626,0.11550151975683891,0.041033434650455926,0.037993920972644375,0.0,0.0,0,0,0
AaronPressman,491643newsML.txt,0.5170940170940171,202.8,119.29411764705883,0.3190883190883191,0.17094017094017094,0.05555555555555555,0.10541310541310542,0.027065527065527065,0.029914529914529916,0.027065527065527065,0.12108262108262108,0.03561253561253561,0.037037037037037035,0.0,0.0,0,0,0
AaronPressman,492068newsML.txt,0.4612794612794613,183.96153846153845,116.65853658536585,0.24803591470258138,0.17957351290684623,0.058361391694725026,0.10213243546576879,0.04040404040404041,0.03479236812570146,0.024691358024691357,0.09764309764309764,0.051627384960718295,0.04040404040404041,0.0,0.0,0,0,0
AaronPressman,492770newsML.txt,0.48125,166.6818181818182,107.8529411764706,0.346875,0.1328125,0.084375,0.1109375,0.015625,0.0265625,0.01875,0.0890625,0.0640625,0.0375,0.0,0.0,0,0,0
AaronPressman,493876newsML.txt,0.47897897897897895,170.95454545454547,96.43589743589743,0.33483483483483484,0.14264264264264265,0.08858858858858859,0.10510510510510511,0.016516516516516516,0.03303303303303303,0.016516516516516516,0.07957957957957958,0.06756756756756757,0.04054054054054054,0.0,0.0,0,0,0
