author,content,lxical richness,segement length,sentence length,Nounword,Verbword,Adjectiveword,determinerword,numeral,adverb,To_word,preposition,comma,fullStop,pronun,WH_pronun,questionMark,semicolon,exclamationMark
AaronPressman,106247newsML.txt,0.5706371191135734,183.0909090909091,111.88888888888889,0.3407202216066482,0.14127423822714683,0.07479224376731301,0.10526315789473684,0.019390581717451522,0.0221606648199446,0.013850415512465374,0.11357340720221606,0.05817174515235457,0.04155124653739612,0.0,0.0,0,0,0
AaronPressman,120600newsML.txt,0.5283842794759825,163.0,113.3913043478261,0.31222707423580787,0.18340611353711792,0.07423580786026202,0.10043668122270742,0.004366812227074236,0.028384279475982533,0.03275109170305677,0.10262008733624454,0.04148471615720524,0.043668122270742356,0.0,0.0,0,0,0
AaronPressman,120683newsML.txt,0.7692307692307693,163.33333333333334,163.33333333333334,0.3717948717948718,0.08974358974358974,0.14102564102564102,0.11538461538461539,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.14102564102564102,0.05128205128205128,0.02564102564102564,0.0,0.0,0,0,0
AaronPressman,136958newsML.txt,0.5390625,171.11764705882354,126.47826086956522,0.3125,0.1484375,0.0546875,0.119140625,0.01953125,0.02734375,0.02734375,0.115234375,0.05078125,0.0390625,0.0,0.0,0,0,0
AaronPressman,137498newsML.txt,0.5482233502538071,164.28571428571428,127.77777777777777,0.3299492385786802,0.13705583756345177,0.06091370558375635,0.13451776649746192,0.02030456852791878,0.017766497461928935,0.017766497461928935,0.12944162436548223,0.0532994923857868,0.03807106598984772,0.0,0.0,0,0,0
AaronPressman,14014newsML.txt,0.8596491228070176,174.0,116.0,0.38596491228070173,0.17543859649122806,0.05263157894736842,0.12280701754385964,0.0,0.0,0.017543859649122806,0.12280701754385964,0.05263157894736842,0.03508771929824561,0.0,0.0,0,0,0
AaronPressman,156814newsML.txt,0.5579470198675497,198.16666666666666,127.39285714285714,0.3394039735099338,0.152317880794702,0.09933774834437085,0.09933774834437085,0.0,0.0380794701986755,0.02152317880794702,0.09437086092715231,0.048013245033112585,0.04470198675496689,0.0,0.0,0,0,0
AaronPressman,182596newsML.txt,0.4682860998650472,187.3913043478261,130.6060606060606,0.3265856950067476,0.1417004048582996,0.07557354925775979,0.11605937921727395,0.017543859649122806,0.021592442645074223,0.02564102564102564,0.10121457489878542,0.043184885290148446,0.04048582995951417,0.0,0.0,0,0,0
AaronPressman,186392newsML.txt,0.49910873440285203,203.625,148.0909090909091,0.31907308377896615,0.1354723707664884,0.0944741532976827,0.09982174688057041,0.0213903743315508,0.030303030303030304,0.016042780748663103,0.12299465240641712,0.0392156862745098,0.0374331550802139,0.0,0.0,0,0,0
AaronPressman,193495newsML.txt,0.5412087912087912,168.0,106.10526315789474,0.3076923076923077,0.14835164835164835,0.07417582417582418,0.09065934065934066,0.03571428571428571,0.046703296703296704,0.027472527472527472,0.12637362637362637,0.04945054945054945,0.03571428571428571,0.0,0.0,0,0,0
AaronPressman,196805newsML.txt,0.5326530612244897,195.13333333333333,127.26086956521739,0.3306122448979592,0.15306122448979592,0.07959183673469387,0.11020408163265306,0.0,0.036734693877551024,0.030612244897959183,0.10408163265306122,0.04693877551020408,0.03469387755102041,0.0,0.0,0,0,0
AaronPressman,197734newsML.txt,0.5412087912087912,167.75,105.94736842105263,0.30494505494505497,0.14835164835164835,0.07692307692307693,0.09065934065934066,0.03571428571428571,0.046703296703296704,0.027472527472527472,0.12637362637362637,0.04945054945054945,0.03571428571428571,0.0,0.0,0,0,0
AaronPressman,206838newsML.txt,0.5144230769230769,166.28571428571428,129.33333333333334,0.31971153846153844,0.1466346153846154,0.07451923076923077,0.10576923076923077,0.01201923076923077,0.028846153846153848,0.028846153846153848,0.0985576923076923,0.0625,0.036057692307692304,0.0,0.0,0,0,0
AaronPressman,231479newsML.txt,0.4833887043189369,186.8421052631579,122.41379310344827,0.31561461794019935,0.17940199335548174,0.07142857142857142,0.10132890365448505,0.0049833887043189366,0.03322259136212625,0.03322259136212625,0.09634551495016612,0.04318936877076412,0.03986710963455149,0.0,0.0,0,0,0
AaronPressman,233150newsML.txt,0.46899841017488075,164.54545454545453,120.66666666666667,0.3338632750397456,0.1383147853736089,0.08585055643879173,0.12400635930047695,0.022257551669316374,0.028616852146263912,0.02384737678855326,0.09538950715421304,0.0492845786963434,0.04133545310015898,0.0,0.0,0,0,0
AaronPressman,237175newsML.txt,0.4923954372623574,183.5,101.24137931034483,0.3193916349809886,0.1596958174904943,0.045627376425855515,0.10646387832699619,0.02091254752851711,0.02091254752851711,0.034220532319391636,0.11026615969581749,0.043726235741444866,0.03802281368821293,0.0,0.0,0,0,0
AaronPressman,249407newsML.txt,0.5276595744680851,179.6,134.7,0.30425531914893617,0.16382978723404254,0.08085106382978724,0.11063829787234042,0.00851063829787234,0.03404255319148936,0.019148936170212766,0.08936170212765958,0.027659574468085105,0.04042553191489362,0.0,0.0,0,0,0
AaronPressman,2537newsML.txt,0.5434782608695652,194.35714285714286,85.03125,0.35434782608695653,0.15869565217391304,0.07173913043478261,0.1,0.006521739130434782,0.0391304347826087,0.01956521739130435,0.08478260869565217,0.034782608695652174,0.05434782608695652,0.0,0.0,0,0,0
AaronPressman,266038newsML.txt,0.5493273542600897,195.53846153846155,101.68,0.32286995515695066,0.14573991031390135,0.06502242152466367,0.09641255605381166,0.017937219730941704,0.03587443946188341,0.04035874439461883,0.09417040358744394,0.04484304932735426,0.04484304932735426,0.0,0.0,0,0,0
AaronPressman,269995newsML.txt,0.5359712230215827,151.0,99.09375,0.3435251798561151,0.1420863309352518,0.06115107913669065,0.08633093525179857,0.019784172661870502,0.044964028776978415,0.02697841726618705,0.09712230215827339,0.050359712230215826,0.04316546762589928,0.0,0.0,0,0,0
AaronPressman,269999newsML.txt,0.5113636363636364,166.2,99.72,0.3090909090909091,0.14545454545454545,0.07727272727272727,0.125,0.006818181818181818,0.013636363636363636,0.038636363636363635,0.1409090909090909,0.04318181818181818,0.03636363636363636,0.0,0.0,0,0,0
AaronPressman,270046newsML.txt,0.5465587044534413,182.5625,91.28125,0.3097165991902834,0.14777327935222673,0.07894736842105263,0.11538461538461539,0.020242914979757085,0.03441295546558704,0.020242914979757085,0.11336032388663968,0.05060728744939271,0.038461538461538464,0.0,0.0,0,0,0
AaronPressman,270084newsML.txt,0.5350877192982456,164.4375,109.625,0.31798245614035087,0.13815789473684212,0.07456140350877193,0.10307017543859649,0.03289473684210526,0.03508771929824561,0.019736842105263157,0.10307017543859649,0.06359649122807018,0.03728070175438596,0.0,0.0,0,0,0
AaronPressman,270134newsML.txt,0.5318352059925093,155.95,119.96153846153847,0.31835205992509363,0.15543071161048688,0.07116104868913857,0.09363295880149813,0.020599250936329586,0.033707865168539325,0.035580524344569285,0.09363295880149813,0.04681647940074907,0.04307116104868914,0.0,0.0,0,0,0
AaronPressman,270346newsML.txt,0.5687645687645687,153.875,102.58333333333333,0.3613053613053613,0.13286713286713286,0.05128205128205128,0.09324009324009325,0.023310023310023312,0.04195804195804196,0.030303030303030304,0.10722610722610723,0.04895104895104895,0.04195804195804196,0.0,0.0,0,0,0
AaronPressman,275174newsML.txt,0.4921259842519685,172.2941176470588,117.16,0.32086614173228345,0.1377952755905512,0.08661417322834646,0.10433070866141732,0.021653543307086614,0.031496062992125984,0.02952755905511811,0.11811023622047244,0.03740157480314961,0.03740157480314961,0.0,0.0,0,0,0
AaronPressman,277117newsML.txt,0.5213675213675214,178.54545454545453,115.52941176470588,0.3247863247863248,0.17094017094017094,0.05982905982905983,0.1339031339031339,0.008547008547008548,0.02849002849002849,0.019943019943019943,0.10826210826210826,0.037037037037037035,0.045584045584045586,0.0,0.0,0,0,0
AaronPressman,277513newsML.txt,0.49913344887348354,197.8235294117647,129.34615384615384,0.29982668977469673,0.14904679376083188,0.10745233968804159,0.11438474870017332,0.010398613518197574,0.03466204506065858,0.025996533795493933,0.11438474870017332,0.043327556325823226,0.038128249566724434,0.0,0.0,0,0,0
AaronPressman,290125newsML.txt,0.5289079229122056,160.1764705882353,123.77272727272727,0.35974304068522484,0.14132762312633834,0.05353319057815846,0.09850107066381156,0.010706638115631691,0.023554603854389723,0.029978586723768737,0.1006423982869379,0.03854389721627409,0.04068522483940043,0.0,0.0,0,0,0
AaronPressman,299375newsML.txt,0.5445205479452054,162.0,90.0,0.3527397260273973,0.1541095890410959,0.06164383561643835,0.1095890410958904,0.00684931506849315,0.023972602739726026,0.03767123287671233,0.0958904109589041,0.04452054794520548,0.03767123287671233,0.0,0.0,0,0,0
AaronPressman,312178newsML.txt,0.47752808988764045,168.76470588235293,124.73913043478261,0.2958801498127341,0.16666666666666666,0.07303370786516854,0.1254681647940075,0.0149812734082397,0.02247191011235955,0.03932584269662921,0.09363295880149813,0.054307116104868915,0.03932584269662921,0.0,0.0,0,0,0
AaronPressman,324896newsML.txt,0.48171701112877585,183.35,141.03846153846155,0.3370429252782194,0.15580286168521462,0.06677265500794913,0.08426073131955485,0.02384737678855326,0.03815580286168521,0.028616852146263912,0.10810810810810811,0.046104928457869634,0.03656597774244833,0.0,0.0,0,0,0
AaronPressman,325347newsML.txt,0.4747634069400631,173.85714285714286,121.7,0.3438485804416404,0.1529968454258675,0.06466876971608833,0.08517350157728706,0.02365930599369085,0.03470031545741325,0.028391167192429023,0.11041009463722397,0.052050473186119876,0.03785488958990536,0.0,0.0,0,0,0
AaronPressman,330967newsML.txt,0.519134775374376,197.55555555555554,114.70967741935483,0.30948419301164726,0.1497504159733777,0.08985024958402663,0.10981697171381032,0.013311148086522463,0.03993344425956739,0.011647254575707155,0.09484193011647254,0.048252911813643926,0.04326123128119801,0.0,0.0,0,0,0
AaronPressman,331411newsML.txt,0.5337837837837838,154.94117647058823,105.36,0.35135135135135137,0.13963963963963963,0.07882882882882883,0.10810810810810811,0.013513513513513514,0.024774774774774775,0.024774774774774775,0.09234234234234234,0.04279279279279279,0.04279279279279279,0.0,0.0,0,0,0
